Meso-D3,NMP-D3,PreNeural-D3,p0/p1-D3,EarlyVentral-D3,Meso-D3.2,NMP-D3.2,PreNeural-D3.2,p0/p1-D3.2,EarlyVentral-D3.2,Meso-D3.4,NMP-D3.4,PreNeural-D3.4,p0/p1-D3.4,EarlyVentral-D3.4,Meso-D3.6,NMP-D3.6,PreNeural-D3.6,p0/p1-D3.6,EarlyVentral-D3.6,Meso-D3.8,NMP-D3.8,PreNeural-D3.8,p0/p1-D3.8,EarlyVentral-D3.8,Meso-D4,NMP-D4,PreNeural-D4,p0/p1-D4,EarlyVentral-D4
0.05,0.852,0.0,0.0,0.0,0.05,0.656,0.056,0.0,0.0,0.072,0.228,0.24,0.0,0.0,0.13,0.076,0.44,0.012,0.006,0.166,0.024,0.298,0.11,0.046,0.178,0.004,0.126,0.3,0.148
0.05,0.852,0.0,0.0,0.0,0.05,0.698,0.046,0.0,0.0,0.066,0.33,0.188,0.0,0.0,0.132,0.118,0.404,0.02,0.0,0.166,0.046,0.364,0.126,0.0,0.19,0.014,0.226,0.332,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.67,0.07,0.0,0.0,0.056,0.274,0.224,0.0,0.0,0.082,0.082,0.386,0.02,0.0,0.104,0.016,0.312,0.124,0.05,0.108,0.006,0.132,0.308,0.144
0.05,0.852,0.0,0.0,0.0,0.052,0.664,0.062,0.0,0.0,0.068,0.29,0.216,0.0,0.0,0.122,0.098,0.442,0.026,0.0,0.156,0.028,0.352,0.142,0.0,0.178,0.012,0.192,0.398,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.612,0.058,0.0,0.0,0.078,0.28,0.248,0.0,0.0,0.108,0.108,0.382,0.028,0.002,0.14,0.038,0.304,0.158,0.026,0.152,0.016,0.148,0.36,0.05
0.05,0.852,0.0,0.0,0.0,0.05,0.722,0.058,0.0,0.0,0.064,0.276,0.174,0.0,0.0,0.122,0.054,0.39,0.03,0.0,0.192,0.022,0.332,0.15,0.008,0.208,0.008,0.128,0.356,0.034
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.062,0.0,0.0,0.078,0.266,0.248,0.0,0.0,0.132,0.066,0.476,0.022,0.0,0.168,0.034,0.424,0.148,0.0,0.182,0.008,0.198,0.358,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.664,0.056,0.0,0.0,0.068,0.264,0.206,0.0,0.0,0.136,0.092,0.46,0.01,0.0,0.16,0.034,0.41,0.112,0.0,0.178,0.012,0.21,0.342,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.646,0.068,0.0,0.0,0.088,0.252,0.23,0.0,0.0,0.156,0.106,0.444,0.028,0.0,0.198,0.03,0.296,0.13,0.0,0.222,0.014,0.18,0.386,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.62,0.06,0.0,0.0,0.088,0.274,0.236,0.0,0.0,0.15,0.114,0.374,0.018,0.016,0.194,0.048,0.276,0.116,0.068,0.214,0.028,0.154,0.298,0.118
0.05,0.852,0.0,0.0,0.0,0.052,0.652,0.054,0.0,0.0,0.074,0.32,0.244,0.0,0.0,0.126,0.13,0.422,0.03,0.0,0.154,0.05,0.404,0.134,0.0,0.172,0.026,0.282,0.324,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.664,0.05,0.0,0.0,0.062,0.288,0.242,0.0,0.0,0.124,0.096,0.412,0.036,0.0,0.166,0.04,0.35,0.186,0.0,0.186,0.014,0.146,0.41,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.048,0.0,0.0,0.08,0.26,0.202,0.0,0.0,0.142,0.088,0.396,0.016,0.0,0.172,0.042,0.294,0.152,0.004,0.19,0.024,0.134,0.372,0.01
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.062,0.0,0.0,0.064,0.294,0.21,0.0,0.0,0.12,0.098,0.39,0.034,0.0,0.162,0.024,0.334,0.152,0.012,0.17,0.006,0.156,0.408,0.014
0.05,0.852,0.0,0.0,0.0,0.05,0.706,0.066,0.0,0.0,0.07,0.27,0.162,0.0,0.0,0.126,0.092,0.438,0.03,0.002,0.164,0.024,0.294,0.126,0.002,0.184,0.008,0.152,0.396,0.016
0.05,0.852,0.0,0.0,0.0,0.05,0.7,0.04,0.0,0.0,0.07,0.292,0.178,0.0,0.0,0.12,0.106,0.418,0.02,0.0,0.166,0.032,0.382,0.112,0.0,0.182,0.006,0.194,0.322,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.044,0.0,0.0,0.074,0.27,0.182,0.0,0.0,0.154,0.09,0.412,0.022,0.0,0.21,0.024,0.352,0.15,0.0,0.222,0.008,0.182,0.362,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.66,0.054,0.0,0.0,0.088,0.268,0.186,0.0,0.0,0.17,0.1,0.398,0.022,0.002,0.214,0.038,0.3,0.11,0.014,0.224,0.01,0.158,0.304,0.03
0.05,0.852,0.0,0.0,0.0,0.05,0.724,0.054,0.0,0.0,0.06,0.352,0.17,0.0,0.0,0.088,0.132,0.42,0.016,0.0,0.128,0.034,0.434,0.112,0.0,0.142,0.01,0.26,0.342,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.632,0.06,0.0,0.0,0.072,0.256,0.226,0.0,0.0,0.134,0.118,0.396,0.02,0.0,0.154,0.048,0.248,0.132,0.01,0.168,0.018,0.122,0.344,0.056
0.05,0.852,0.0,0.0,0.0,0.054,0.658,0.046,0.0,0.0,0.092,0.31,0.188,0.0,0.0,0.162,0.108,0.318,0.034,0.002,0.22,0.034,0.226,0.138,0.03,0.24,0.014,0.082,0.342,0.074
0.05,0.852,0.0,0.0,0.0,0.05,0.714,0.058,0.0,0.0,0.066,0.344,0.2,0.0,0.0,0.106,0.12,0.374,0.012,0.0,0.138,0.048,0.362,0.128,0.006,0.148,0.016,0.202,0.32,0.03
0.05,0.852,0.0,0.0,0.0,0.052,0.612,0.06,0.0,0.0,0.078,0.284,0.256,0.0,0.0,0.11,0.102,0.386,0.02,0.016,0.14,0.032,0.266,0.14,0.08,0.15,0.01,0.164,0.318,0.144
0.05,0.852,0.0,0.0,0.0,0.052,0.666,0.05,0.0,0.0,0.066,0.25,0.192,0.0,0.0,0.148,0.086,0.432,0.016,0.0,0.176,0.016,0.304,0.116,0.0,0.186,0.004,0.144,0.382,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.7,0.058,0.0,0.0,0.072,0.32,0.162,0.0,0.0,0.124,0.112,0.406,0.026,0.0,0.172,0.044,0.37,0.142,0.0,0.192,0.022,0.208,0.346,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.644,0.066,0.0,0.0,0.064,0.29,0.234,0.0,0.0,0.102,0.098,0.438,0.022,0.0,0.128,0.04,0.366,0.134,0.004,0.14,0.012,0.212,0.342,0.01
0.05,0.852,0.0,0.0,0.0,0.052,0.65,0.056,0.0,0.0,0.074,0.284,0.204,0.0,0.0,0.144,0.104,0.368,0.01,0.002,0.184,0.036,0.286,0.116,0.01,0.202,0.01,0.132,0.304,0.052
0.05,0.852,0.0,0.0,0.0,0.052,0.652,0.062,0.0,0.0,0.078,0.242,0.244,0.0,0.0,0.132,0.094,0.434,0.016,0.0,0.162,0.032,0.352,0.162,0.0,0.178,0.012,0.142,0.396,0.002
0.05,0.852,0.0,0.0,0.0,0.05,0.658,0.05,0.0,0.0,0.084,0.262,0.19,0.0,0.0,0.122,0.092,0.342,0.024,0.0,0.162,0.038,0.23,0.178,0.028,0.174,0.012,0.068,0.406,0.052
0.05,0.852,0.0,0.0,0.0,0.05,0.698,0.05,0.0,0.0,0.06,0.328,0.198,0.0,0.0,0.086,0.122,0.38,0.026,0.006,0.104,0.048,0.272,0.134,0.042,0.112,0.022,0.128,0.332,0.1
0.05,0.852,0.0,0.0,0.0,0.052,0.658,0.058,0.0,0.0,0.068,0.312,0.218,0.0,0.0,0.122,0.13,0.424,0.026,0.0,0.168,0.054,0.376,0.14,0.0,0.176,0.016,0.266,0.338,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.62,0.06,0.0,0.0,0.066,0.192,0.222,0.0,0.0,0.118,0.054,0.444,0.024,0.006,0.136,0.012,0.226,0.132,0.03,0.146,0.0,0.092,0.376,0.11
0.05,0.852,0.0,0.0,0.0,0.052,0.712,0.052,0.0,0.0,0.072,0.294,0.182,0.0,0.0,0.126,0.112,0.384,0.008,0.0,0.178,0.026,0.316,0.116,0.0,0.192,0.01,0.156,0.362,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.648,0.038,0.0,0.0,0.09,0.266,0.232,0.0,0.0,0.146,0.102,0.408,0.03,0.0,0.184,0.03,0.308,0.158,0.002,0.19,0.012,0.142,0.406,0.004
0.05,0.852,0.0,0.0,0.0,0.052,0.694,0.042,0.0,0.0,0.06,0.304,0.166,0.0,0.0,0.098,0.12,0.356,0.036,0.004,0.13,0.044,0.238,0.148,0.034,0.142,0.012,0.102,0.378,0.094
0.05,0.852,0.0,0.0,0.0,0.05,0.694,0.052,0.0,0.0,0.056,0.242,0.196,0.0,0.0,0.124,0.098,0.428,0.014,0.0,0.164,0.024,0.346,0.134,0.0,0.176,0.004,0.178,0.368,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.052,0.0,0.0,0.07,0.28,0.162,0.0,0.0,0.118,0.106,0.344,0.022,0.014,0.144,0.048,0.228,0.148,0.042,0.148,0.018,0.1,0.378,0.074
0.05,0.852,0.0,0.0,0.0,0.054,0.686,0.054,0.0,0.0,0.076,0.354,0.196,0.0,0.0,0.106,0.142,0.37,0.018,0.0,0.144,0.058,0.316,0.124,0.0,0.166,0.03,0.15,0.334,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.632,0.062,0.0,0.0,0.058,0.256,0.226,0.0,0.0,0.138,0.106,0.392,0.022,0.006,0.168,0.038,0.34,0.114,0.022,0.176,0.014,0.186,0.296,0.058
0.05,0.852,0.0,0.0,0.0,0.054,0.658,0.052,0.0,0.0,0.094,0.324,0.204,0.0,0.0,0.14,0.128,0.394,0.02,0.0,0.176,0.052,0.328,0.104,0.0,0.192,0.024,0.212,0.314,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.696,0.058,0.0,0.0,0.076,0.336,0.184,0.0,0.0,0.152,0.122,0.41,0.014,0.0,0.194,0.04,0.4,0.114,0.0,0.216,0.012,0.268,0.302,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.698,0.072,0.0,0.0,0.064,0.298,0.18,0.0,0.0,0.112,0.088,0.454,0.038,0.0,0.136,0.032,0.424,0.126,0.0,0.148,0.008,0.26,0.388,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.65,0.038,0.0,0.0,0.074,0.276,0.202,0.0,0.0,0.128,0.08,0.4,0.008,0.0,0.154,0.032,0.258,0.126,0.0,0.162,0.018,0.114,0.39,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.656,0.048,0.0,0.0,0.064,0.29,0.228,0.0,0.0,0.104,0.094,0.432,0.03,0.0,0.148,0.04,0.34,0.15,0.0,0.156,0.012,0.18,0.416,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.62,0.064,0.0,0.0,0.072,0.264,0.214,0.0,0.0,0.122,0.092,0.42,0.016,0.006,0.156,0.034,0.272,0.082,0.03,0.166,0.012,0.118,0.282,0.102
0.05,0.852,0.0,0.0,0.0,0.054,0.628,0.06,0.0,0.0,0.074,0.27,0.232,0.0,0.0,0.146,0.12,0.408,0.018,0.0,0.172,0.034,0.31,0.14,0.0,0.188,0.012,0.172,0.374,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.65,0.048,0.0,0.0,0.092,0.29,0.198,0.0,0.0,0.18,0.108,0.414,0.022,0.0,0.224,0.036,0.336,0.13,0.0,0.24,0.008,0.194,0.356,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.708,0.064,0.0,0.0,0.056,0.27,0.17,0.0,0.0,0.112,0.07,0.438,0.014,0.0,0.146,0.016,0.326,0.12,0.0,0.152,0.004,0.112,0.394,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.612,0.05,0.0,0.0,0.082,0.258,0.21,0.0,0.0,0.134,0.092,0.406,0.01,0.004,0.148,0.032,0.286,0.104,0.032,0.154,0.012,0.12,0.328,0.052
0.05,0.852,0.0,0.0,0.0,0.054,0.644,0.062,0.0,0.0,0.066,0.298,0.246,0.0,0.0,0.116,0.114,0.426,0.016,0.0,0.134,0.052,0.312,0.134,0.0,0.148,0.018,0.164,0.386,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.67,0.048,0.0,0.0,0.068,0.27,0.204,0.0,0.0,0.134,0.096,0.438,0.02,0.002,0.172,0.046,0.324,0.13,0.004,0.188,0.014,0.148,0.362,0.012
0.05,0.852,0.0,0.0,0.0,0.052,0.64,0.054,0.0,0.0,0.092,0.326,0.194,0.0,0.0,0.14,0.132,0.372,0.012,0.006,0.174,0.05,0.294,0.102,0.008,0.196,0.022,0.164,0.32,0.014
0.05,0.852,0.0,0.0,0.0,0.05,0.702,0.066,0.0,0.0,0.06,0.3,0.174,0.0,0.0,0.116,0.09,0.366,0.012,0.0,0.15,0.038,0.318,0.134,0.0,0.162,0.018,0.124,0.414,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.046,0.0,0.0,0.066,0.322,0.218,0.0,0.0,0.116,0.116,0.43,0.02,0.0,0.144,0.042,0.38,0.142,0.004,0.162,0.016,0.222,0.358,0.006
0.05,0.852,0.0,0.0,0.0,0.054,0.696,0.042,0.0,0.0,0.076,0.324,0.182,0.0,0.0,0.114,0.136,0.388,0.03,0.008,0.15,0.038,0.284,0.12,0.034,0.178,0.022,0.162,0.298,0.092
0.05,0.852,0.0,0.0,0.0,0.05,0.686,0.044,0.0,0.0,0.082,0.284,0.182,0.0,0.0,0.172,0.094,0.392,0.016,0.0,0.234,0.034,0.3,0.132,0.0,0.256,0.01,0.176,0.36,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.678,0.052,0.0,0.0,0.072,0.32,0.172,0.0,0.0,0.152,0.11,0.356,0.026,0.01,0.202,0.04,0.266,0.118,0.036,0.218,0.01,0.12,0.304,0.104
0.05,0.852,0.0,0.0,0.0,0.052,0.652,0.064,0.0,0.0,0.068,0.26,0.182,0.0,0.0,0.138,0.092,0.372,0.042,0.014,0.174,0.024,0.198,0.162,0.066,0.19,0.006,0.1,0.382,0.128
0.05,0.852,0.0,0.0,0.0,0.05,0.634,0.064,0.0,0.0,0.084,0.278,0.192,0.0,0.0,0.156,0.088,0.392,0.024,0.0,0.186,0.034,0.318,0.142,0.0,0.194,0.008,0.156,0.356,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.678,0.04,0.0,0.0,0.066,0.262,0.216,0.0,0.0,0.168,0.092,0.414,0.01,0.002,0.194,0.032,0.318,0.122,0.002,0.218,0.014,0.148,0.344,0.002
0.05,0.852,0.0,0.0,0.0,0.052,0.674,0.058,0.0,0.0,0.074,0.278,0.21,0.0,0.0,0.146,0.092,0.436,0.006,0.004,0.214,0.036,0.376,0.078,0.034,0.226,0.014,0.194,0.206,0.09
0.05,0.852,0.0,0.0,0.0,0.05,0.682,0.056,0.0,0.0,0.06,0.27,0.194,0.0,0.0,0.138,0.082,0.42,0.014,0.0,0.196,0.028,0.354,0.108,0.0,0.208,0.002,0.194,0.336,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.05,0.0,0.0,0.078,0.324,0.186,0.0,0.0,0.122,0.098,0.352,0.038,0.002,0.172,0.046,0.26,0.182,0.012,0.19,0.018,0.106,0.406,0.044
0.05,0.852,0.0,0.0,0.0,0.052,0.668,0.058,0.0,0.0,0.068,0.27,0.208,0.0,0.0,0.134,0.098,0.418,0.026,0.0,0.19,0.02,0.328,0.138,0.0,0.204,0.002,0.188,0.382,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.638,0.054,0.0,0.0,0.086,0.3,0.192,0.0,0.0,0.16,0.13,0.386,0.008,0.008,0.178,0.048,0.348,0.066,0.038,0.186,0.022,0.174,0.234,0.102
0.05,0.852,0.0,0.0,0.0,0.05,0.656,0.042,0.0,0.0,0.068,0.268,0.21,0.0,0.0,0.122,0.08,0.416,0.004,0.0,0.152,0.028,0.288,0.108,0.0,0.156,0.01,0.142,0.34,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.652,0.062,0.0,0.0,0.068,0.29,0.246,0.0,0.0,0.102,0.094,0.476,0.02,0.0,0.148,0.036,0.378,0.116,0.0,0.154,0.012,0.212,0.37,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.6,0.06,0.0,0.0,0.1,0.248,0.226,0.0,0.0,0.174,0.086,0.388,0.026,0.004,0.198,0.028,0.286,0.148,0.016,0.214,0.01,0.13,0.364,0.04
0.05,0.852,0.0,0.0,0.0,0.052,0.706,0.052,0.0,0.0,0.074,0.284,0.148,0.0,0.0,0.144,0.086,0.344,0.022,0.004,0.2,0.036,0.232,0.116,0.022,0.216,0.016,0.092,0.37,0.046
0.05,0.852,0.0,0.0,0.0,0.052,0.65,0.05,0.0,0.0,0.084,0.272,0.232,0.0,0.0,0.14,0.094,0.448,0.012,0.0,0.172,0.05,0.356,0.106,0.0,0.178,0.016,0.166,0.34,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.054,0.0,0.0,0.06,0.284,0.194,0.0,0.0,0.12,0.102,0.422,0.02,0.0,0.164,0.024,0.378,0.12,0.0,0.176,0.008,0.228,0.342,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.042,0.0,0.0,0.072,0.314,0.212,0.0,0.0,0.12,0.084,0.402,0.012,0.0,0.158,0.03,0.344,0.094,0.0,0.17,0.018,0.176,0.296,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.624,0.054,0.0,0.0,0.09,0.262,0.238,0.0,0.0,0.134,0.112,0.378,0.03,0.008,0.166,0.046,0.234,0.162,0.042,0.178,0.014,0.142,0.352,0.094
0.05,0.852,0.0,0.0,0.0,0.05,0.65,0.054,0.0,0.0,0.07,0.262,0.254,0.0,0.0,0.112,0.084,0.478,0.022,0.006,0.136,0.018,0.398,0.128,0.024,0.152,0.006,0.218,0.328,0.058
0.05,0.852,0.0,0.0,0.0,0.05,0.73,0.056,0.0,0.0,0.072,0.284,0.174,0.0,0.0,0.116,0.072,0.454,0.012,0.0,0.158,0.016,0.436,0.122,0.0,0.168,0.006,0.196,0.368,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.69,0.052,0.0,0.0,0.07,0.32,0.16,0.0,0.0,0.134,0.106,0.318,0.022,0.008,0.202,0.046,0.218,0.132,0.024,0.224,0.022,0.09,0.334,0.066
0.05,0.852,0.0,0.0,0.0,0.05,0.712,0.06,0.0,0.0,0.06,0.324,0.158,0.0,0.0,0.122,0.126,0.388,0.022,0.0,0.164,0.042,0.344,0.138,0.0,0.182,0.024,0.188,0.376,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.664,0.05,0.0,0.0,0.074,0.298,0.2,0.0,0.0,0.106,0.11,0.384,0.03,0.0,0.136,0.042,0.316,0.16,0.01,0.15,0.02,0.152,0.354,0.046
0.05,0.852,0.0,0.0,0.0,0.05,0.624,0.044,0.0,0.0,0.07,0.274,0.248,0.0,0.0,0.134,0.092,0.396,0.014,0.004,0.158,0.042,0.292,0.128,0.014,0.168,0.02,0.14,0.346,0.046
0.05,0.852,0.0,0.0,0.0,0.05,0.632,0.044,0.0,0.0,0.082,0.274,0.216,0.0,0.0,0.132,0.11,0.378,0.01,0.002,0.166,0.042,0.232,0.132,0.008,0.178,0.02,0.12,0.374,0.012
0.05,0.852,0.0,0.0,0.0,0.05,0.666,0.058,0.0,0.0,0.066,0.256,0.244,0.0,0.0,0.112,0.078,0.472,0.014,0.0,0.152,0.024,0.35,0.126,0.0,0.168,0.008,0.162,0.382,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.642,0.066,0.0,0.0,0.06,0.248,0.238,0.0,0.0,0.084,0.084,0.43,0.018,0.002,0.092,0.036,0.272,0.128,0.028,0.1,0.016,0.08,0.368,0.07
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.064,0.0,0.0,0.072,0.318,0.218,0.0,0.0,0.11,0.116,0.448,0.024,0.0,0.132,0.048,0.362,0.16,0.0,0.148,0.014,0.168,0.402,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.666,0.062,0.0,0.0,0.062,0.24,0.204,0.0,0.0,0.104,0.084,0.422,0.018,0.002,0.122,0.03,0.238,0.144,0.012,0.13,0.016,0.096,0.406,0.052
0.05,0.852,0.0,0.0,0.0,0.052,0.67,0.05,0.0,0.0,0.078,0.254,0.202,0.0,0.0,0.132,0.09,0.466,0.018,0.0,0.146,0.028,0.36,0.116,0.0,0.15,0.014,0.19,0.348,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.716,0.058,0.0,0.0,0.064,0.288,0.19,0.0,0.0,0.126,0.116,0.454,0.03,0.0,0.16,0.046,0.386,0.14,0.0,0.172,0.016,0.222,0.386,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.046,0.0,0.0,0.06,0.292,0.204,0.0,0.0,0.112,0.106,0.426,0.024,0.0,0.142,0.042,0.322,0.12,0.0,0.15,0.014,0.15,0.372,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.702,0.058,0.0,0.0,0.068,0.33,0.19,0.0,0.0,0.118,0.13,0.43,0.014,0.0,0.156,0.048,0.404,0.102,0.0,0.17,0.02,0.23,0.296,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.692,0.048,0.0,0.0,0.066,0.284,0.15,0.0,0.0,0.12,0.092,0.412,0.018,0.0,0.176,0.024,0.3,0.122,0.0,0.19,0.012,0.134,0.392,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.666,0.054,0.0,0.0,0.08,0.218,0.174,0.0,0.0,0.168,0.06,0.402,0.024,0.002,0.216,0.01,0.252,0.118,0.03,0.234,0.002,0.078,0.374,0.054
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.054,0.0,0.0,0.074,0.304,0.18,0.0,0.0,0.154,0.118,0.37,0.024,0.0,0.212,0.04,0.286,0.132,0.01,0.244,0.02,0.176,0.338,0.02
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.062,0.0,0.0,0.066,0.292,0.218,0.0,0.0,0.112,0.116,0.43,0.016,0.0,0.13,0.034,0.374,0.15,0.0,0.14,0.014,0.222,0.352,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.658,0.048,0.0,0.0,0.078,0.236,0.202,0.0,0.0,0.158,0.072,0.458,0.014,0.002,0.192,0.024,0.344,0.108,0.008,0.204,0.01,0.152,0.36,0.012
0.05,0.852,0.0,0.0,0.0,0.054,0.612,0.052,0.0,0.0,0.084,0.296,0.234,0.0,0.0,0.132,0.12,0.326,0.02,0.012,0.166,0.042,0.246,0.156,0.036,0.182,0.026,0.13,0.35,0.074
0.05,0.852,0.0,0.0,0.0,0.052,0.678,0.042,0.0,0.0,0.064,0.298,0.23,0.0,0.0,0.106,0.12,0.402,0.008,0.0,0.142,0.038,0.346,0.14,0.0,0.152,0.012,0.192,0.37,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.694,0.042,0.0,0.0,0.074,0.314,0.164,0.0,0.0,0.134,0.094,0.364,0.012,0.0,0.188,0.038,0.342,0.128,0.0,0.206,0.018,0.154,0.33,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.672,0.054,0.0,0.0,0.07,0.284,0.202,0.0,0.0,0.126,0.12,0.44,0.022,0.0,0.172,0.046,0.356,0.124,0.0,0.19,0.014,0.2,0.346,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.668,0.06,0.0,0.0,0.058,0.206,0.174,0.0,0.0,0.12,0.044,0.398,0.018,0.006,0.152,0.01,0.188,0.13,0.056,0.154,0.004,0.05,0.364,0.146
0.05,0.852,0.0,0.0,0.0,0.052,0.622,0.058,0.0,0.0,0.084,0.248,0.202,0.0,0.0,0.15,0.08,0.41,0.02,0.006,0.196,0.022,0.274,0.116,0.024,0.21,0.004,0.164,0.342,0.05
0.05,0.852,0.0,0.0,0.0,0.054,0.634,0.064,0.0,0.0,0.076,0.222,0.226,0.0,0.0,0.144,0.094,0.396,0.036,0.01,0.18,0.03,0.254,0.156,0.048,0.192,0.008,0.15,0.354,0.094
0.05,0.852,0.0,0.0,0.0,0.05,0.66,0.058,0.0,0.0,0.062,0.304,0.226,0.0,0.0,0.114,0.12,0.394,0.026,0.002,0.138,0.036,0.312,0.142,0.024,0.152,0.014,0.18,0.322,0.058
0.05,0.852,0.0,0.0,0.0,0.054,0.672,0.066,0.0,0.0,0.08,0.344,0.196,0.0,0.0,0.132,0.13,0.396,0.026,0.002,0.162,0.062,0.43,0.11,0.004,0.18,0.032,0.266,0.264,0.012
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.062,0.0,0.0,0.064,0.316,0.216,0.0,0.0,0.108,0.116,0.42,0.018,0.0,0.15,0.046,0.348,0.086,0.004,0.164,0.026,0.196,0.302,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.654,0.064,0.0,0.0,0.068,0.27,0.244,0.0,0.0,0.11,0.116,0.438,0.028,0.004,0.136,0.054,0.338,0.16,0.024,0.144,0.03,0.188,0.376,0.044
0.05,0.852,0.0,0.0,0.0,0.05,0.682,0.052,0.0,0.0,0.072,0.284,0.228,0.0,0.0,0.116,0.118,0.412,0.012,0.0,0.154,0.06,0.35,0.134,0.0,0.164,0.018,0.17,0.34,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.692,0.068,0.0,0.0,0.066,0.28,0.19,0.0,0.0,0.132,0.072,0.42,0.034,0.0,0.19,0.016,0.39,0.16,0.0,0.196,0.002,0.222,0.386,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.062,0.0,0.0,0.07,0.292,0.196,0.0,0.0,0.126,0.096,0.376,0.024,0.002,0.162,0.034,0.3,0.16,0.004,0.176,0.01,0.144,0.39,0.01
0.05,0.852,0.0,0.0,0.0,0.05,0.736,0.054,0.0,0.0,0.064,0.318,0.164,0.0,0.0,0.116,0.104,0.424,0.03,0.0,0.15,0.038,0.396,0.116,0.0,0.16,0.008,0.192,0.386,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.658,0.046,0.0,0.0,0.082,0.284,0.21,0.0,0.0,0.15,0.106,0.43,0.024,0.0,0.184,0.04,0.354,0.142,0.0,0.198,0.016,0.202,0.368,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.68,0.044,0.0,0.0,0.07,0.268,0.212,0.0,0.0,0.112,0.106,0.42,0.006,0.0,0.128,0.044,0.318,0.12,0.0,0.134,0.008,0.148,0.388,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.672,0.058,0.0,0.0,0.076,0.268,0.188,0.0,0.0,0.144,0.124,0.396,0.018,0.0,0.17,0.048,0.264,0.138,0.006,0.192,0.014,0.124,0.364,0.028
0.05,0.852,0.0,0.0,0.0,0.054,0.704,0.06,0.0,0.0,0.062,0.262,0.2,0.0,0.0,0.118,0.084,0.488,0.024,0.0,0.148,0.034,0.372,0.128,0.0,0.156,0.012,0.158,0.41,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.634,0.056,0.0,0.0,0.082,0.248,0.224,0.0,0.0,0.124,0.066,0.406,0.024,0.008,0.158,0.028,0.274,0.132,0.032,0.164,0.01,0.136,0.366,0.078
0.05,0.852,0.0,0.0,0.0,0.05,0.69,0.062,0.0,0.0,0.076,0.272,0.2,0.0,0.0,0.16,0.09,0.394,0.022,0.0,0.218,0.026,0.36,0.128,0.0,0.238,0.014,0.2,0.346,0.0
