Meso-D3,NMP-D3,PreNeural-D3,p0/p1-D3,EarlyVentral-D3,Meso-D3.2,NMP-D3.2,PreNeural-D3.2,p0/p1-D3.2,EarlyVentral-D3.2,Meso-D3.4,NMP-D3.4,PreNeural-D3.4,p0/p1-D3.4,EarlyVentral-D3.4,Meso-D3.6,NMP-D3.6,PreNeural-D3.6,p0/p1-D3.6,EarlyVentral-D3.6,Meso-D3.8,NMP-D3.8,PreNeural-D3.8,p0/p1-D3.8,EarlyVentral-D3.8,Meso-D4,NMP-D4,PreNeural-D4,p0/p1-D4,EarlyVentral-D4
0.05,0.852,0.0,0.0,0.0,0.05,0.678,0.058,0.0,0.0,0.062,0.294,0.198,0.0,0.0,0.114,0.112,0.444,0.016,0.0,0.142,0.05,0.434,0.1,0.002,0.154,0.014,0.226,0.302,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.658,0.052,0.0,0.0,0.074,0.22,0.188,0.0,0.0,0.166,0.088,0.416,0.04,0.008,0.182,0.028,0.24,0.172,0.012,0.186,0.006,0.098,0.39,0.056
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.052,0.0,0.0,0.064,0.268,0.204,0.0,0.0,0.116,0.092,0.452,0.014,0.0,0.164,0.04,0.32,0.088,0.0,0.176,0.01,0.138,0.348,0.004
0.05,0.852,0.0,0.0,0.0,0.052,0.646,0.054,0.0,0.0,0.092,0.292,0.222,0.0,0.0,0.162,0.112,0.4,0.022,0.0,0.204,0.046,0.308,0.136,0.0,0.23,0.022,0.144,0.352,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.67,0.052,0.0,0.0,0.066,0.294,0.222,0.0,0.0,0.122,0.114,0.398,0.024,0.0,0.162,0.03,0.362,0.14,0.0,0.18,0.01,0.206,0.346,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.642,0.042,0.0,0.0,0.078,0.248,0.202,0.0,0.0,0.144,0.072,0.408,0.016,0.0,0.192,0.034,0.258,0.134,0.0,0.206,0.004,0.108,0.376,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.712,0.056,0.0,0.0,0.066,0.32,0.166,0.0,0.0,0.11,0.124,0.408,0.018,0.0,0.15,0.038,0.348,0.122,0.0,0.172,0.016,0.188,0.384,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.708,0.052,0.0,0.0,0.064,0.244,0.158,0.0,0.0,0.128,0.062,0.422,0.012,0.002,0.162,0.01,0.29,0.09,0.018,0.178,0.002,0.086,0.346,0.056
0.05,0.852,0.0,0.0,0.0,0.052,0.668,0.038,0.0,0.0,0.068,0.238,0.184,0.0,0.0,0.134,0.068,0.378,0.008,0.006,0.172,0.018,0.236,0.102,0.034,0.19,0.002,0.062,0.338,0.076
0.05,0.852,0.0,0.0,0.0,0.05,0.658,0.052,0.0,0.0,0.076,0.258,0.182,0.0,0.0,0.172,0.1,0.454,0.038,0.0,0.22,0.034,0.372,0.13,0.0,0.254,0.016,0.22,0.324,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.656,0.048,0.0,0.0,0.074,0.3,0.202,0.0,0.0,0.122,0.132,0.352,0.024,0.008,0.148,0.072,0.222,0.176,0.032,0.156,0.03,0.088,0.398,0.068
0.05,0.852,0.0,0.0,0.0,0.05,0.692,0.062,0.0,0.0,0.056,0.256,0.222,0.0,0.0,0.118,0.098,0.446,0.026,0.0,0.146,0.042,0.394,0.154,0.0,0.16,0.014,0.188,0.396,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.676,0.054,0.0,0.0,0.078,0.266,0.172,0.0,0.0,0.15,0.086,0.362,0.022,0.012,0.19,0.02,0.206,0.116,0.036,0.218,0.01,0.106,0.342,0.106
0.05,0.852,0.0,0.0,0.0,0.052,0.646,0.054,0.0,0.0,0.07,0.272,0.23,0.0,0.0,0.132,0.094,0.458,0.018,0.0,0.178,0.04,0.346,0.154,0.0,0.188,0.012,0.206,0.368,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.718,0.06,0.0,0.0,0.064,0.312,0.192,0.0,0.0,0.12,0.126,0.392,0.024,0.0,0.152,0.056,0.39,0.128,0.0,0.168,0.028,0.198,0.336,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.746,0.056,0.0,0.0,0.064,0.334,0.184,0.0,0.0,0.1,0.124,0.416,0.03,0.0,0.136,0.036,0.402,0.13,0.0,0.148,0.012,0.222,0.36,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.656,0.066,0.0,0.0,0.068,0.326,0.218,0.0,0.0,0.1,0.124,0.392,0.028,0.002,0.124,0.048,0.32,0.136,0.006,0.14,0.016,0.186,0.37,0.012
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.058,0.0,0.0,0.066,0.304,0.2,0.0,0.0,0.132,0.11,0.434,0.026,0.0,0.17,0.02,0.4,0.13,0.0,0.186,0.008,0.254,0.354,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.064,0.0,0.0,0.072,0.296,0.234,0.0,0.0,0.146,0.112,0.44,0.03,0.0,0.192,0.048,0.406,0.132,0.0,0.206,0.024,0.256,0.342,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.68,0.04,0.0,0.0,0.072,0.294,0.202,0.0,0.0,0.128,0.086,0.424,0.012,0.002,0.162,0.022,0.346,0.104,0.004,0.188,0.008,0.166,0.32,0.006
0.05,0.852,0.0,0.0,0.0,0.05,0.67,0.056,0.0,0.0,0.08,0.248,0.19,0.0,0.0,0.16,0.09,0.422,0.012,0.01,0.194,0.022,0.302,0.084,0.056,0.204,0.01,0.164,0.246,0.156
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.06,0.0,0.0,0.068,0.314,0.19,0.0,0.0,0.106,0.11,0.466,0.022,0.0,0.132,0.034,0.416,0.124,0.0,0.138,0.01,0.244,0.346,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.054,0.0,0.0,0.074,0.264,0.182,0.0,0.0,0.134,0.088,0.398,0.026,0.0,0.166,0.032,0.31,0.148,0.0,0.182,0.01,0.14,0.404,0.0
0.05,0.852,0.0,0.0,0.0,0.056,0.65,0.048,0.0,0.0,0.078,0.284,0.214,0.0,0.0,0.13,0.128,0.402,0.02,0.0,0.162,0.044,0.312,0.118,0.004,0.174,0.01,0.188,0.31,0.014
0.05,0.852,0.0,0.0,0.0,0.052,0.67,0.046,0.0,0.0,0.082,0.23,0.194,0.0,0.0,0.164,0.05,0.458,0.022,0.0,0.204,0.012,0.376,0.122,0.0,0.218,0.004,0.152,0.382,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.726,0.054,0.0,0.0,0.064,0.308,0.152,0.0,0.0,0.116,0.092,0.402,0.008,0.0,0.168,0.028,0.366,0.108,0.0,0.172,0.01,0.148,0.344,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.632,0.05,0.0,0.0,0.084,0.274,0.224,0.0,0.0,0.152,0.114,0.356,0.02,0.008,0.18,0.05,0.312,0.12,0.044,0.186,0.02,0.148,0.254,0.104
0.05,0.852,0.0,0.0,0.0,0.05,0.696,0.064,0.0,0.0,0.06,0.278,0.206,0.0,0.0,0.088,0.086,0.386,0.016,0.008,0.11,0.034,0.232,0.148,0.046,0.12,0.022,0.076,0.386,0.12
0.05,0.852,0.0,0.0,0.0,0.052,0.64,0.052,0.0,0.0,0.082,0.24,0.206,0.0,0.0,0.14,0.074,0.434,0.02,0.0,0.19,0.028,0.296,0.118,0.0,0.202,0.008,0.144,0.386,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.628,0.052,0.0,0.0,0.09,0.264,0.224,0.0,0.0,0.156,0.1,0.332,0.03,0.004,0.196,0.032,0.24,0.156,0.03,0.216,0.012,0.108,0.364,0.062
0.05,0.852,0.0,0.0,0.0,0.052,0.638,0.044,0.0,0.0,0.096,0.266,0.206,0.0,0.0,0.164,0.1,0.406,0.016,0.0,0.204,0.034,0.316,0.14,0.006,0.226,0.014,0.188,0.35,0.022
0.05,0.852,0.0,0.0,0.0,0.052,0.67,0.044,0.0,0.0,0.086,0.298,0.192,0.0,0.0,0.128,0.136,0.368,0.02,0.0,0.172,0.048,0.276,0.144,0.006,0.2,0.024,0.15,0.37,0.01
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.054,0.0,0.0,0.074,0.27,0.184,0.0,0.0,0.154,0.116,0.426,0.012,0.0,0.196,0.032,0.386,0.122,0.0,0.226,0.012,0.212,0.306,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.634,0.058,0.0,0.0,0.082,0.274,0.248,0.0,0.0,0.134,0.114,0.438,0.016,0.0,0.178,0.048,0.32,0.132,0.0,0.196,0.018,0.176,0.368,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.046,0.0,0.0,0.062,0.278,0.226,0.0,0.0,0.114,0.092,0.426,0.012,0.0,0.15,0.024,0.328,0.136,0.0,0.168,0.002,0.154,0.392,0.002
0.05,0.852,0.0,0.0,0.0,0.054,0.698,0.056,0.0,0.0,0.068,0.274,0.198,0.0,0.0,0.108,0.066,0.396,0.018,0.006,0.138,0.016,0.36,0.092,0.048,0.146,0.004,0.162,0.258,0.114
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.044,0.0,0.0,0.09,0.252,0.186,0.0,0.0,0.172,0.076,0.394,0.01,0.0,0.22,0.026,0.278,0.106,0.0,0.236,0.008,0.098,0.348,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.628,0.058,0.0,0.0,0.076,0.254,0.242,0.0,0.0,0.138,0.088,0.446,0.026,0.004,0.17,0.034,0.354,0.142,0.004,0.174,0.014,0.184,0.396,0.006
0.05,0.852,0.0,0.0,0.0,0.05,0.714,0.062,0.0,0.0,0.062,0.318,0.18,0.0,0.0,0.122,0.102,0.392,0.012,0.0,0.166,0.036,0.366,0.104,0.0,0.178,0.01,0.17,0.328,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.694,0.066,0.0,0.0,0.062,0.29,0.18,0.0,0.0,0.142,0.094,0.398,0.012,0.0,0.184,0.026,0.336,0.106,0.0,0.208,0.006,0.162,0.324,0.0
0.05,0.852,0.0,0.0,0.0,0.056,0.59,0.05,0.0,0.0,0.092,0.282,0.26,0.0,0.0,0.146,0.12,0.406,0.034,0.008,0.174,0.052,0.314,0.122,0.04,0.196,0.02,0.166,0.272,0.106
0.05,0.852,0.0,0.0,0.0,0.052,0.636,0.042,0.0,0.0,0.092,0.276,0.222,0.0,0.0,0.166,0.126,0.416,0.016,0.0,0.206,0.052,0.312,0.12,0.0,0.232,0.018,0.158,0.346,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.62,0.06,0.0,0.0,0.078,0.276,0.246,0.0,0.0,0.118,0.088,0.394,0.028,0.002,0.152,0.04,0.28,0.164,0.026,0.166,0.018,0.14,0.39,0.074
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.062,0.0,0.0,0.074,0.27,0.228,0.0,0.0,0.142,0.088,0.452,0.036,0.0,0.17,0.022,0.412,0.154,0.0,0.194,0.01,0.194,0.372,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.648,0.052,0.0,0.0,0.074,0.268,0.188,0.0,0.0,0.116,0.088,0.36,0.014,0.004,0.14,0.028,0.232,0.132,0.012,0.146,0.004,0.102,0.378,0.048
0.05,0.852,0.0,0.0,0.0,0.052,0.662,0.06,0.0,0.0,0.064,0.292,0.224,0.0,0.0,0.116,0.122,0.414,0.022,0.002,0.162,0.054,0.33,0.106,0.018,0.184,0.02,0.184,0.28,0.062
0.05,0.852,0.0,0.0,0.0,0.052,0.682,0.05,0.0,0.0,0.074,0.292,0.206,0.0,0.0,0.13,0.108,0.394,0.026,0.0,0.178,0.044,0.288,0.16,0.0,0.192,0.018,0.146,0.406,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.064,0.0,0.0,0.06,0.304,0.218,0.0,0.0,0.094,0.114,0.374,0.012,0.0,0.118,0.036,0.282,0.116,0.03,0.128,0.01,0.114,0.34,0.078
0.05,0.852,0.0,0.0,0.0,0.05,0.654,0.044,0.0,0.0,0.084,0.256,0.188,0.0,0.0,0.164,0.098,0.406,0.02,0.0,0.208,0.034,0.282,0.142,0.0,0.222,0.016,0.132,0.39,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.648,0.052,0.0,0.0,0.074,0.338,0.234,0.0,0.0,0.116,0.128,0.428,0.028,0.0,0.152,0.052,0.358,0.154,0.008,0.176,0.02,0.21,0.342,0.02
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.054,0.0,0.0,0.062,0.27,0.212,0.0,0.0,0.11,0.09,0.386,0.01,0.0,0.138,0.03,0.298,0.112,0.0,0.144,0.018,0.112,0.346,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.666,0.054,0.0,0.0,0.076,0.244,0.202,0.0,0.0,0.162,0.068,0.412,0.02,0.0,0.206,0.018,0.33,0.13,0.0,0.22,0.004,0.14,0.382,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.028,0.0,0.0,0.082,0.29,0.202,0.0,0.0,0.14,0.098,0.41,0.002,0.0,0.176,0.032,0.344,0.072,0.0,0.186,0.016,0.16,0.296,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.678,0.042,0.0,0.0,0.088,0.284,0.17,0.0,0.0,0.176,0.104,0.364,0.02,0.0,0.216,0.04,0.312,0.134,0.0,0.236,0.014,0.128,0.344,0.002
0.05,0.852,0.0,0.0,0.0,0.052,0.682,0.06,0.0,0.0,0.088,0.316,0.184,0.0,0.0,0.162,0.144,0.384,0.024,0.0,0.222,0.054,0.282,0.142,0.0,0.248,0.018,0.146,0.374,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.06,0.0,0.0,0.072,0.282,0.222,0.0,0.0,0.132,0.094,0.438,0.022,0.0,0.164,0.04,0.368,0.148,0.0,0.172,0.016,0.232,0.402,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.598,0.06,0.0,0.0,0.088,0.242,0.224,0.0,0.0,0.136,0.082,0.324,0.024,0.004,0.164,0.03,0.188,0.15,0.038,0.174,0.01,0.07,0.384,0.09
0.05,0.852,0.0,0.0,0.0,0.052,0.662,0.04,0.0,0.0,0.074,0.278,0.194,0.0,0.0,0.13,0.094,0.402,0.01,0.0,0.152,0.036,0.272,0.124,0.0,0.158,0.022,0.138,0.364,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.656,0.064,0.0,0.0,0.058,0.246,0.23,0.0,0.0,0.088,0.082,0.45,0.03,0.002,0.122,0.032,0.33,0.154,0.018,0.128,0.008,0.138,0.372,0.074
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.06,0.0,0.0,0.064,0.31,0.238,0.0,0.0,0.088,0.122,0.422,0.02,0.0,0.112,0.034,0.356,0.136,0.0,0.126,0.012,0.19,0.38,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.058,0.0,0.0,0.062,0.33,0.186,0.0,0.0,0.114,0.124,0.394,0.024,0.0,0.154,0.038,0.312,0.134,0.0,0.164,0.012,0.158,0.392,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.746,0.048,0.0,0.0,0.062,0.322,0.144,0.0,0.0,0.11,0.102,0.378,0.022,0.0,0.15,0.036,0.356,0.116,0.0,0.162,0.014,0.15,0.36,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.642,0.062,0.0,0.0,0.084,0.288,0.202,0.0,0.0,0.172,0.104,0.41,0.024,0.0,0.216,0.042,0.304,0.15,0.002,0.23,0.018,0.158,0.38,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.072,0.0,0.0,0.058,0.26,0.214,0.0,0.0,0.08,0.086,0.478,0.016,0.004,0.112,0.038,0.354,0.114,0.026,0.124,0.012,0.148,0.314,0.088
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.066,0.0,0.0,0.056,0.262,0.192,0.0,0.0,0.076,0.074,0.44,0.022,0.01,0.104,0.018,0.282,0.12,0.048,0.11,0.004,0.1,0.368,0.112
0.05,0.852,0.0,0.0,0.0,0.052,0.684,0.064,0.0,0.0,0.066,0.306,0.23,0.0,0.0,0.112,0.114,0.492,0.018,0.0,0.136,0.04,0.378,0.126,0.0,0.15,0.02,0.196,0.374,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.752,0.064,0.0,0.0,0.068,0.336,0.14,0.0,0.0,0.138,0.096,0.35,0.036,0.0,0.212,0.024,0.368,0.132,0.0,0.252,0.008,0.188,0.35,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.046,0.0,0.0,0.064,0.272,0.194,0.0,0.0,0.126,0.088,0.386,0.018,0.0,0.168,0.026,0.324,0.154,0.014,0.186,0.004,0.148,0.372,0.032
0.05,0.852,0.0,0.0,0.0,0.05,0.646,0.062,0.0,0.0,0.064,0.224,0.184,0.0,0.0,0.14,0.064,0.392,0.026,0.002,0.176,0.012,0.222,0.128,0.042,0.186,0.004,0.08,0.356,0.1
0.05,0.852,0.0,0.0,0.0,0.052,0.636,0.044,0.0,0.0,0.068,0.232,0.268,0.002,0.0,0.108,0.076,0.404,0.018,0.01,0.128,0.032,0.238,0.146,0.064,0.134,0.018,0.09,0.376,0.128
0.05,0.852,0.0,0.0,0.0,0.052,0.72,0.05,0.0,0.0,0.08,0.324,0.166,0.0,0.0,0.134,0.14,0.396,0.024,0.0,0.174,0.048,0.378,0.144,0.0,0.186,0.014,0.21,0.352,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.64,0.05,0.0,0.0,0.064,0.246,0.242,0.0,0.0,0.13,0.068,0.414,0.012,0.0,0.166,0.03,0.324,0.126,0.002,0.168,0.006,0.152,0.374,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.714,0.066,0.0,0.0,0.062,0.34,0.168,0.0,0.0,0.096,0.112,0.426,0.032,0.0,0.13,0.028,0.394,0.154,0.0,0.14,0.012,0.216,0.398,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.052,0.0,0.0,0.076,0.266,0.206,0.0,0.0,0.15,0.106,0.408,0.024,0.0,0.198,0.036,0.328,0.154,0.0,0.22,0.01,0.178,0.374,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.65,0.064,0.0,0.0,0.066,0.212,0.222,0.0,0.0,0.114,0.058,0.402,0.026,0.008,0.136,0.018,0.224,0.166,0.04,0.14,0.004,0.058,0.432,0.084
0.05,0.852,0.0,0.0,0.0,0.052,0.69,0.052,0.0,0.0,0.062,0.234,0.192,0.0,0.0,0.126,0.064,0.488,0.018,0.0,0.166,0.018,0.386,0.118,0.0,0.172,0.002,0.146,0.374,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.648,0.054,0.0,0.0,0.064,0.296,0.2,0.0,0.0,0.11,0.086,0.362,0.016,0.002,0.136,0.022,0.3,0.108,0.016,0.15,0.006,0.142,0.32,0.034
0.05,0.852,0.0,0.0,0.0,0.05,0.692,0.056,0.0,0.0,0.064,0.312,0.192,0.0,0.0,0.106,0.104,0.43,0.008,0.0,0.13,0.038,0.426,0.088,0.0,0.144,0.012,0.214,0.284,0.002
0.05,0.852,0.0,0.0,0.0,0.052,0.646,0.056,0.0,0.0,0.07,0.288,0.192,0.0,0.0,0.12,0.114,0.332,0.02,0.002,0.138,0.046,0.218,0.116,0.044,0.152,0.018,0.094,0.306,0.108
0.05,0.852,0.0,0.0,0.0,0.052,0.642,0.052,0.0,0.0,0.078,0.256,0.208,0.0,0.0,0.124,0.106,0.458,0.008,0.0,0.154,0.038,0.328,0.094,0.0,0.174,0.014,0.158,0.344,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.64,0.05,0.0,0.0,0.064,0.252,0.234,0.0,0.0,0.104,0.088,0.414,0.018,0.002,0.126,0.034,0.274,0.126,0.028,0.134,0.014,0.144,0.364,0.078
0.05,0.852,0.0,0.0,0.0,0.05,0.622,0.058,0.0,0.0,0.074,0.248,0.206,0.0,0.0,0.116,0.098,0.336,0.026,0.006,0.134,0.044,0.222,0.138,0.042,0.144,0.02,0.078,0.352,0.078
0.05,0.852,0.0,0.0,0.0,0.052,0.644,0.066,0.0,0.0,0.064,0.248,0.194,0.0,0.0,0.138,0.084,0.432,0.028,0.0,0.19,0.032,0.304,0.136,0.004,0.204,0.012,0.122,0.386,0.014
0.05,0.852,0.0,0.0,0.0,0.05,0.64,0.038,0.0,0.0,0.08,0.238,0.244,0.0,0.0,0.146,0.082,0.394,0.014,0.002,0.172,0.028,0.25,0.106,0.048,0.184,0.012,0.102,0.282,0.132
0.05,0.852,0.0,0.0,0.0,0.054,0.66,0.04,0.0,0.0,0.078,0.31,0.176,0.0,0.0,0.122,0.108,0.276,0.02,0.006,0.17,0.032,0.176,0.144,0.022,0.186,0.016,0.066,0.386,0.048
0.05,0.852,0.0,0.0,0.0,0.052,0.676,0.058,0.0,0.0,0.072,0.298,0.2,0.0,0.0,0.112,0.108,0.38,0.018,0.002,0.148,0.032,0.298,0.146,0.002,0.156,0.014,0.144,0.378,0.002
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.066,0.0,0.0,0.064,0.298,0.198,0.0,0.0,0.13,0.084,0.416,0.022,0.0,0.188,0.03,0.358,0.124,0.0,0.196,0.012,0.194,0.344,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.71,0.056,0.0,0.0,0.062,0.288,0.172,0.0,0.0,0.102,0.088,0.434,0.014,0.0,0.134,0.026,0.334,0.132,0.0,0.138,0.006,0.14,0.4,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.664,0.052,0.0,0.0,0.066,0.238,0.198,0.0,0.0,0.122,0.066,0.378,0.034,0.012,0.156,0.02,0.25,0.166,0.04,0.162,0.006,0.106,0.396,0.09
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.066,0.0,0.0,0.07,0.306,0.218,0.0,0.0,0.112,0.118,0.462,0.028,0.0,0.134,0.042,0.406,0.136,0.0,0.142,0.014,0.218,0.37,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.66,0.042,0.0,0.0,0.078,0.344,0.198,0.0,0.0,0.136,0.146,0.4,0.026,0.0,0.184,0.076,0.35,0.114,0.0,0.194,0.038,0.198,0.324,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.678,0.062,0.0,0.0,0.072,0.31,0.204,0.0,0.0,0.148,0.126,0.416,0.02,0.0,0.214,0.058,0.354,0.098,0.0,0.232,0.026,0.204,0.312,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.694,0.052,0.0,0.0,0.072,0.29,0.192,0.0,0.0,0.144,0.124,0.396,0.028,0.0,0.168,0.06,0.328,0.156,0.0,0.186,0.028,0.152,0.382,0.004
0.05,0.852,0.0,0.0,0.0,0.052,0.666,0.06,0.0,0.0,0.066,0.298,0.208,0.0,0.0,0.11,0.118,0.38,0.018,0.006,0.136,0.056,0.252,0.102,0.048,0.154,0.03,0.114,0.302,0.094
0.05,0.852,0.0,0.0,0.0,0.05,0.686,0.052,0.0,0.0,0.058,0.25,0.198,0.0,0.0,0.124,0.09,0.43,0.028,0.0,0.162,0.034,0.334,0.122,0.002,0.176,0.014,0.168,0.374,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.718,0.058,0.0,0.0,0.058,0.304,0.178,0.0,0.0,0.12,0.09,0.388,0.02,0.0,0.146,0.038,0.3,0.14,0.0,0.162,0.016,0.122,0.428,0.002
0.05,0.852,0.0,0.0,0.0,0.054,0.682,0.054,0.0,0.0,0.07,0.234,0.172,0.0,0.0,0.13,0.066,0.382,0.022,0.014,0.168,0.016,0.22,0.13,0.052,0.174,0.0,0.066,0.366,0.14
0.05,0.852,0.0,0.0,0.0,0.052,0.622,0.056,0.0,0.0,0.08,0.29,0.256,0.0,0.0,0.112,0.098,0.44,0.012,0.0,0.126,0.032,0.348,0.138,0.0,0.132,0.012,0.17,0.388,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.672,0.054,0.0,0.0,0.08,0.288,0.218,0.0,0.0,0.142,0.118,0.45,0.03,0.0,0.172,0.04,0.368,0.122,0.0,0.19,0.018,0.242,0.344,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.686,0.066,0.0,0.0,0.07,0.334,0.204,0.0,0.0,0.12,0.132,0.4,0.028,0.004,0.158,0.064,0.362,0.126,0.014,0.17,0.032,0.172,0.326,0.038
0.05,0.852,0.0,0.0,0.0,0.05,0.74,0.052,0.0,0.0,0.058,0.314,0.148,0.0,0.0,0.122,0.096,0.432,0.014,0.0,0.142,0.036,0.392,0.094,0.0,0.154,0.014,0.172,0.336,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.68,0.058,0.0,0.0,0.074,0.268,0.184,0.0,0.0,0.144,0.064,0.392,0.032,0.008,0.188,0.02,0.218,0.158,0.032,0.212,0.008,0.064,0.424,0.08
0.05,0.852,0.0,0.0,0.0,0.052,0.678,0.044,0.0,0.0,0.082,0.242,0.178,0.0,0.0,0.156,0.09,0.412,0.012,0.0,0.206,0.028,0.282,0.102,0.0,0.218,0.014,0.124,0.368,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.674,0.064,0.0,0.0,0.07,0.248,0.196,0.0,0.0,0.188,0.076,0.416,0.02,0.0,0.232,0.022,0.352,0.132,0.0,0.256,0.006,0.202,0.35,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.678,0.064,0.0,0.0,0.076,0.354,0.194,0.0,0.0,0.09,0.154,0.402,0.038,0.008,0.116,0.068,0.312,0.138,0.02,0.128,0.042,0.16,0.37,0.046
0.05,0.852,0.0,0.0,0.0,0.05,0.686,0.06,0.0,0.0,0.08,0.276,0.194,0.0,0.0,0.154,0.116,0.434,0.024,0.0,0.19,0.042,0.368,0.122,0.0,0.206,0.02,0.202,0.34,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.06,0.0,0.0,0.072,0.302,0.212,0.0,0.0,0.142,0.11,0.422,0.04,0.0,0.196,0.048,0.306,0.162,0.0,0.21,0.024,0.174,0.392,0.004
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.06,0.0,0.0,0.064,0.29,0.202,0.0,0.0,0.106,0.084,0.476,0.006,0.0,0.13,0.03,0.414,0.102,0.0,0.144,0.004,0.184,0.356,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.056,0.0,0.0,0.066,0.21,0.21,0.0,0.0,0.122,0.044,0.436,0.012,0.0,0.144,0.008,0.302,0.13,0.008,0.152,0.0,0.08,0.402,0.038
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.056,0.0,0.0,0.08,0.31,0.234,0.0,0.0,0.126,0.128,0.428,0.034,0.0,0.174,0.05,0.358,0.15,0.0,0.188,0.018,0.23,0.376,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.716,0.06,0.0,0.0,0.066,0.284,0.146,0.0,0.0,0.122,0.088,0.434,0.028,0.0,0.16,0.032,0.362,0.11,0.0,0.186,0.008,0.164,0.354,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.622,0.058,0.0,0.0,0.082,0.234,0.234,0.0,0.0,0.136,0.09,0.376,0.02,0.01,0.166,0.028,0.21,0.106,0.044,0.176,0.01,0.07,0.344,0.11
0.05,0.852,0.0,0.0,0.0,0.054,0.654,0.064,0.0,0.0,0.07,0.31,0.236,0.0,0.0,0.112,0.112,0.424,0.026,0.0,0.14,0.04,0.36,0.158,0.0,0.156,0.016,0.194,0.38,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.678,0.062,0.0,0.0,0.062,0.314,0.22,0.0,0.0,0.106,0.096,0.358,0.02,0.0,0.124,0.042,0.27,0.144,0.028,0.13,0.022,0.144,0.396,0.04
